PartidaID,TorneioID,Jogo,Tipo_Partida,Lado_A_ID,Lado_B_ID,Score_A,Score_B,Vencedor_ID
P-0564,T-006,Street Fighter,Individual,6C47-7D1C-4074,48FB-FDD9-ACDB,1,2,48FB-FDD9-ACDB
P-0565,T-006,Street Fighter,Individual,FC47-0E10-3879,5946-7E1A-A627,2,1,FC47-0E10-3879
P-0566,T-006,Street Fighter,Individual,FC47-0E10-3879,1B52-79CA-5552,0,2,1B52-79CA-5552
P-0567,T-006,Street Fighter,Individual,2742-B2C0-0B51,F330-8EE7-04D3,2,0,2742-B2C0-0B51
P-0568,T-006,Street Fighter,Individual,6C47-7D1C-4074,E793-31D0-0655,2,1,6C47-7D1C-4074
P-0569,T-006,Street Fighter,Individual,2CE4-93C5-3DD2,BA75-6D20-B987,2,1,2CE4-93C5-3DD2
P-0570,T-006,Street Fighter,Individual,CA70-EDCF-B6F9,6432-FE88-5C8E,0,2,6432-FE88-5C8E
P-0571,T-006,Street Fighter,Individual,2A0D-4DFD-6924,D122-F09F-2E21,0,2,D122-F09F-2E21
P-0572,T-006,Street Fighter,Individual,48FB-FDD9-ACDB,D5F3-D96F-8472,2,1,48FB-FDD9-ACDB
P-0573,T-006,Street Fighter,Individual,D122-F09F-2E21,30EF-471D-158C,2,1,D122-F09F-2E21
P-0574,T-006,Street Fighter,Individual,4202-1D71-45D3,F330-8EE7-04D3,1,2,F330-8EE7-04D3
P-0575,T-006,Street Fighter,Individual,100F-A893-FE6B,356F-71D0-67FE,2,1,100F-A893-FE6B
P-0576,T-006,Street Fighter,Individual,2742-B2C0-0B51,84B9-7C81-A0A8,2,0,2742-B2C0-0B51
P-0577,T-006,Street Fighter,Individual,5946-7E1A-A627,30EF-471D-158C,2,1,5946-7E1A-A627
P-0578,T-006,Street Fighter,Individual,4584-130E-EC8A,A161-9DCB-D997,2,1,4584-130E-EC8A
P-0579,T-006,Truco,Dupla,EE85-9FE4,CE84-8264,0,2,CE84-8264
P-0580,T-006,Truco,Dupla,3EAB-7C6D,66F6-9AD1,1,2,66F6-9AD1
P-0581,T-006,Truco,Dupla,6FAA-365B,F201-9A2F,2,1,6FAA-365B
P-0582,T-006,Truco,Dupla,6FAA-365B,788E-6633,1,2,788E-6633
P-0583,T-006,Truco,Dupla,138E-AE58,66F6-9AD1,2,0,138E-AE58
P-0584,T-006,Truco,Dupla,56CE-16D6,6FAA-365B,0,2,6FAA-365B
P-0585,T-006,Truco,Dupla,DEF4-6E97,B408-E68A,2,1,DEF4-6E97
P-0586,T-006,Truco,Dupla,B408-E68A,DEF4-6E97,0,2,DEF4-6E97
P-0587,T-006,Truco,Dupla,CE84-8264,DEF4-6E97,2,1,CE84-8264
P-0588,T-006,Truco,Dupla,788E-6633,29AF-A8E4,1,2,29AF-A8E4
P-0589,T-006,Truco,Dupla,EE85-9FE4,F201-9A2F,2,1,EE85-9FE4
P-0590,T-006,Truco,Dupla,66F6-9AD1,6FAA-365B,1,2,6FAA-365B
P-0591,T-006,Truco,Dupla,4552-9326,66F6-9AD1,0,2,66F6-9AD1
P-0592,T-006,Truco,Dupla,6FAA-365B,56CE-16D6,0,2,56CE-16D6
P-0593,T-006,Truco,Dupla,B408-E68A,56CE-16D6,1,2,56CE-16D6
P-0594,T-006,Truco,Dupla,788E-6633,EE85-9FE4,0,2,EE85-9FE4
P-0595,T-006,Truco,Dupla,C2B6-02FE,4552-9326,1,2,4552-9326
P-0596,T-006,Truco,Dupla,66F6-9AD1,B408-E68A,2,1,66F6-9AD1
P-0597,T-006,Truco,Dupla,6FAA-365B,C2B6-02FE,2,1,6FAA-365B
P-0598,T-006,Truco,Dupla,788E-6633,3EAB-7C6D,1,2,3EAB-7C6D
P-0599,T-006,Tênis,Dupla,66F6-9AD1,F201-9A2F,0,2,F201-9A2F
P-0600,T-006,Tênis,Dupla,56CE-16D6,F201-9A2F,2,1,56CE-16D6
P-0601,T-006,Tênis,Dupla,0108-602F,29AF-A8E4,2,1,0108-602F
P-0602,T-006,Tênis,Dupla,CE84-8264,56CE-16D6,1,2,56CE-16D6
P-0603,T-006,Tênis,Dupla,DEF4-6E97,EE85-9FE4,1,2,EE85-9FE4
P-0604,T-006,Tênis,Dupla,CE84-8264,EE85-9FE4,0,2,EE85-9FE4
P-0605,T-006,Tênis,Dupla,66F6-9AD1,EE85-9FE4,2,0,66F6-9AD1
P-0606,T-006,Tênis,Dupla,CE84-8264,C2B6-02FE,2,1,CE84-8264
P-0607,T-006,Tênis,Dupla,788E-6633,EE85-9FE4,2,0,788E-6633
P-0608,T-006,Tênis,Dupla,788E-6633,B408-E68A,1,2,B408-E68A
P-0609,T-006,Tênis,Dupla,CE84-8264,56CE-16D6,1,2,56CE-16D6
P-0610,T-006,Tênis,Dupla,138E-AE58,0108-602F,2,1,138E-AE58
P-0611,T-006,Tênis,Dupla,788E-6633,F201-9A2F,2,1,788E-6633
P-0612,T-006,Tênis,Dupla,29AF-A8E4,788E-6633,2,1,29AF-A8E4
P-0613,T-006,Tênis,Dupla,CE84-8264,4552-9326,2,1,CE84-8264
P-0614,T-006,Tênis,Dupla,138E-AE58,29AF-A8E4,2,1,138E-AE58
P-0615,T-006,Tênis,Dupla,CE84-8264,788E-6633,2,0,CE84-8264
P-0616,T-006,Tênis,Dupla,3EAB-7C6D,EE85-9FE4,2,1,3EAB-7C6D
P-0617,T-006,Tênis,Dupla,3EAB-7C6D,788E-6633,1,2,788E-6633
P-0618,T-006,Tênis,Dupla,EE85-9FE4,29AF-A8E4,0,2,29AF-A8E4
P-0619,T-007,Tênis,Dupla,B408-E68A,4552-9326,0,2,4552-9326
P-0620,T-007,Tênis,Dupla,4552-9326,56CE-16D6,0,2,56CE-16D6
P-0621,T-007,Tênis,Dupla,138E-AE58,788E-6633,0,2,788E-6633
P-0622,T-007,Tênis,Dupla,B408-E68A,4552-9326,1,2,4552-9326
P-0623,T-007,Tênis,Dupla,0108-602F,66F6-9AD1,0,2,66F6-9AD1
P-0624,T-007,Tênis,Dupla,3EAB-7C6D,56CE-16D6,1,2,56CE-16D6
P-0625,T-007,Tênis,Dupla,CE84-8264,B408-E68A,2,0,CE84-8264
P-0626,T-007,Tênis,Dupla,DEF4-6E97,B408-E68A,1,2,B408-E68A
P-0627,T-007,Tênis,Dupla,3EAB-7C6D,56CE-16D6,2,0,3EAB-7C6D
P-0628,T-007,Tênis,Dupla,4552-9326,66F6-9AD1,2,0,4552-9326
P-0629,T-007,Tênis,Dupla,0108-602F,56CE-16D6,1,2,56CE-16D6
P-0630,T-007,Tênis,Dupla,788E-6633,29AF-A8E4,2,0,788E-6633
P-0631,T-007,Tênis,Dupla,B408-E68A,C2B6-02FE,2,1,B408-E68A
P-0632,T-007,Tênis,Dupla,DEF4-6E97,EE85-9FE4,1,2,EE85-9FE4
P-0633,T-007,Tênis,Dupla,F201-9A2F,CE84-8264,1,2,CE84-8264
P-0634,T-007,Street Fighter,Individual,D5F3-D96F-8472,E541-EF0D-8204,2,0,D5F3-D96F-8472
P-0635,T-007,Street Fighter,Individual,1B82-841A-999F,4584-130E-EC8A,0,2,4584-130E-EC8A
P-0636,T-007,Street Fighter,Individual,E42C-92FD-D243,100F-A893-FE6B,2,1,E42C-92FD-D243
P-0637,T-007,Street Fighter,Individual,F330-8EE7-04D3,6C47-7D1C-4074,2,1,F330-8EE7-04D3
P-0638,T-007,Street Fighter,Individual,F57F-5CFD-B75C,2CE4-93C5-3DD2,1,2,2CE4-93C5-3DD2
P-0639,T-007,Street Fighter,Individual,1253-BF8A-5B80,1D36-EEED-C2A4,1,2,1D36-EEED-C2A4
P-0640,T-007,Street Fighter,Individual,69BC-70F7-564C,E42C-92FD-D243,1,2,E42C-92FD-D243
P-0641,T-007,Street Fighter,Individual,4FAD-811C-F33C,FEC8-D4A3-7A1D,1,2,FEC8-D4A3-7A1D
P-0642,T-007,Street Fighter,Individual,E793-31D0-0655,D122-F09F-2E21,0,2,D122-F09F-2E21
P-0643,T-007,Street Fighter,Individual,D5F3-D96F-8472,B23E-3698-FB5C,2,1,D5F3-D96F-8472
P-0644,T-007,Street Fighter,Individual,84B9-7C81-A0A8,9314-0DD0-1B84,0,2,9314-0DD0-1B84
P-0645,T-007,Street Fighter,Individual,1253-BF8A-5B80,CA70-EDCF-B6F9,2,0,1253-BF8A-5B80
P-0646,T-007,Street Fighter,Individual,1253-BF8A-5B80,42C0-EE75-B626,1,2,42C0-EE75-B626
P-0647,T-007,Street Fighter,Individual,E793-31D0-0655,69BC-70F7-564C,2,1,E793-31D0-0655
P-0648,T-007,Street Fighter,Individual,F330-8EE7-04D3,1B52-79CA-5552,2,1,F330-8EE7-04D3
P-0649,T-008,Valorant,Equipe,0108-602F,4552-9326,0,13,4552-9326
P-0650,T-008,Valorant,Equipe,66F6-9AD1,138E-AE58,8,13,138E-AE58
P-0651,T-008,Valorant,Equipe,CE84-8264,4552-9326,13,3,CE84-8264
P-0652,T-008,Valorant,Equipe,0108-602F,3EAB-7C6D,5,13,3EAB-7C6D
P-0653,T-008,Valorant,Equipe,66F6-9AD1,138E-AE58,6,13,138E-AE58
P-0654,T-008,Valorant,Equipe,4552-9326,DEF4-6E97,5,13,DEF4-6E97
P-0655,T-008,Valorant,Equipe,F201-9A2F,29AF-A8E4,7,13,29AF-A8E4
P-0656,T-008,Valorant,Equipe,C2B6-02FE,3EAB-7C6D,7,13,3EAB-7C6D
P-0657,T-008,Valorant,Equipe,56CE-16D6,0108-602F,13,8,56CE-16D6
P-0658,T-008,Valorant,Equipe,66F6-9AD1,56CE-16D6,13,1,66F6-9AD1
P-0659,T-008,Valorant,Equipe,3EAB-7C6D,C2B6-02FE,11,13,C2B6-02FE
P-0660,T-008,Valorant,Equipe,CE84-8264,29AF-A8E4,13,1,CE84-8264
P-0661,T-008,Valorant,Equipe,C2B6-02FE,B408-E68A,13,1,C2B6-02FE
P-0662,T-008,Valorant,Equipe,29AF-A8E4,788E-6633,9,13,788E-6633
P-0663,T-008,Valorant,Equipe,3EAB-7C6D,F201-9A2F,10,13,F201-9A2F
P-0664,T-008,Volei,Equipe,0108-602F,B408-E68A,1,3,B408-E68A
P-0665,T-008,Volei,Equipe,138E-AE58,0108-602F,3,1,138E-AE58
P-0666,T-008,Volei,Equipe,0108-602F,DEF4-6E97,0,3,DEF4-6E97
P-0667,T-008,Volei,Equipe,0108-602F,C2B6-02FE,0,3,C2B6-02FE
P-0668,T-008,Volei,Equipe,6FAA-365B,788E-6633,3,1,6FAA-365B
P-0669,T-008,Volei,Equipe,56CE-16D6,CE84-8264,3,1,56CE-16D6
P-0670,T-008,Volei,Equipe,0108-602F,3EAB-7C6D,3,0,0108-602F
P-0671,T-008,Volei,Equipe,3EAB-7C6D,C2B6-02FE,0,3,C2B6-02FE
P-0672,T-008,Volei,Equipe,138E-AE58,4552-9326,2,3,4552-9326
P-0673,T-008,Volei,Equipe,3EAB-7C6D,B408-E68A,2,3,B408-E68A
P-0674,T-008,Volei,Equipe,66F6-9AD1,29AF-A8E4,3,2,66F6-9AD1
P-0675,T-008,Volei,Equipe,29AF-A8E4,EE85-9FE4,3,1,29AF-A8E4
P-0676,T-008,Volei,Equipe,29AF-A8E4,3EAB-7C6D,3,0,29AF-A8E4
P-0677,T-008,Volei,Equipe,0108-602F,29AF-A8E4,3,0,0108-602F
P-0678,T-008,Volei,Equipe,56CE-16D6,EE85-9FE4,1,3,EE85-9FE4
P-0679,T-009,Street Fighter,Individual,1B52-79CA-5552,6432-FE88-5C8E,1,2,6432-FE88-5C8E
P-0680,T-009,Street Fighter,Individual,42C0-EE75-B626,1253-BF8A-5B80,2,1,42C0-EE75-B626
P-0681,T-009,Street Fighter,Individual,E793-31D0-0655,69BC-70F7-564C,0,2,69BC-70F7-564C
P-0682,T-009,Street Fighter,Individual,1B52-79CA-5552,4FAD-811C-F33C,2,0,1B52-79CA-5552
P-0683,T-009,Street Fighter,Individual,FC47-0E10-3879,6283-12E1-B26E,2,0,FC47-0E10-3879
P-0684,T-009,Street Fighter,Individual,4FAD-811C-F33C,42C0-EE75-B626,2,1,4FAD-811C-F33C
P-0685,T-009,Street Fighter,Individual,2CE4-93C5-3DD2,6432-FE88-5C8E,2,1,2CE4-93C5-3DD2
P-0686,T-009,Street Fighter,Individual,30EF-471D-158C,48FB-FDD9-ACDB,2,1,30EF-471D-158C
P-0687,T-009,Street Fighter,Individual,4202-1D71-45D3,D122-F09F-2E21,2,1,4202-1D71-45D3
P-0688,T-009,Street Fighter,Individual,1B52-79CA-5552,B23E-3698-FB5C,1,2,B23E-3698-FB5C
P-0689,T-009,Street Fighter,Individual,D5F3-D96F-8472,2CE4-93C5-3DD2,1,2,2CE4-93C5-3DD2
P-0690,T-009,Street Fighter,Individual,2A0D-4DFD-6924,E793-31D0-0655,0,2,E793-31D0-0655
P-0691,T-009,Street Fighter,Individual,E42C-92FD-D243,FEC8-D4A3-7A1D,2,0,E42C-92FD-D243
P-0692,T-009,Street Fighter,Individual,69BC-70F7-564C,356F-71D0-67FE,1,2,356F-71D0-67FE
P-0693,T-009,Street Fighter,Individual,30EF-471D-158C,42C0-EE75-B626,1,2,42C0-EE75-B626
P-0694,T-009,Truco,Dupla,788E-6633,CE84-8264,0,2,CE84-8264
P-0695,T-009,Truco,Dupla,6FAA-365B,EE85-9FE4,1,2,EE85-9FE4
P-0696,T-009,Truco,Dupla,0108-602F,F201-9A2F,1,2,F201-9A2F
P-0697,T-009,Truco,Dupla,138E-AE58,F201-9A2F,1,2,F201-9A2F
P-0698,T-009,Truco,Dupla,4552-9326,56CE-16D6,0,2,56CE-16D6
P-0699,T-009,Truco,Dupla,B408-E68A,138E-AE58,1,2,138E-AE58
P-0700,T-009,Truco,Dupla,CE84-8264,66F6-9AD1,2,0,CE84-8264
P-0701,T-009,Truco,Dupla,B408-E68A,788E-6633,1,2,788E-6633
P-0702,T-009,Truco,Dupla,EE85-9FE4,0108-602F,2,1,EE85-9FE4
P-0703,T-009,Truco,Dupla,138E-AE58,B408-E68A,0,2,B408-E68A
P-0704,T-009,Truco,Dupla,3EAB-7C6D,138E-AE58,2,1,3EAB-7C6D
P-0705,T-009,Truco,Dupla,DEF4-6E97,138E-AE58,0,2,138E-AE58
P-0706,T-009,Truco,Dupla,4552-9326,66F6-9AD1,1,2,66F6-9AD1
P-0707,T-009,Truco,Dupla,3EAB-7C6D,788E-6633,0,2,788E-6633
P-0708,T-009,Truco,Dupla,29AF-A8E4,4552-9326,0,2,4552-9326
P-0709,T-010,Truco,Dupla,4552-9326,29AF-A8E4,0,2,29AF-A8E4
P-0710,T-010,Truco,Dupla,66F6-9AD1,CE84-8264,2,1,66F6-9AD1
P-0711,T-010,Truco,Dupla,138E-AE58,788E-6633,2,0,138E-AE58
P-0712,T-010,Truco,Dupla,6FAA-365B,56CE-16D6,1,2,56CE-16D6
P-0713,T-010,Truco,Dupla,EE85-9FE4,29AF-A8E4,0,2,29AF-A8E4
P-0714,T-010,Truco,Dupla,138E-AE58,B408-E68A,2,0,138E-AE58
P-0715,T-010,Truco,Dupla,EE85-9FE4,0108-602F,1,2,0108-602F
P-0716,T-010,Truco,Dupla,F201-9A2F,CE84-8264,0,2,CE84-8264
P-0717,T-010,Truco,Dupla,6FAA-365B,4552-9326,1,2,4552-9326
P-0718,T-010,Truco,Dupla,788E-6633,0108-602F,1,2,0108-602F
P-0719,T-010,Truco,Dupla,788E-6633,CE84-8264,0,2,CE84-8264
P-0720,T-010,Truco,Dupla,138E-AE58,56CE-16D6,1,2,56CE-16D6
P-0721,T-010,Truco,Dupla,3EAB-7C6D,F201-9A2F,2,0,3EAB-7C6D
P-0722,T-010,Truco,Dupla,56CE-16D6,788E-6633,0,2,788E-6633
P-0723,T-010,Truco,Dupla,F201-9A2F,EE85-9FE4,0,2,EE85-9FE4
P-0724,T-010,Valorant,Equipe,29AF-A8E4,56CE-16D6,0,13,56CE-16D6
P-0725,T-010,Valorant,Equipe,DEF4-6E97,66F6-9AD1,2,13,66F6-9AD1
P-0726,T-010,Valorant,Equipe,788E-6633,EE85-9FE4,13,5,788E-6633
P-0727,T-010,Valorant,Equipe,DEF4-6E97,EE85-9FE4,13,4,DEF4-6E97
P-0728,T-010,Valorant,Equipe,C2B6-02FE,138E-AE58,2,13,138E-AE58
P-0729,T-010,Valorant,Equipe,0108-602F,F201-9A2F,13,4,0108-602F
P-0730,T-010,Valorant,Equipe,F201-9A2F,0108-602F,13,5,F201-9A2F
P-0731,T-010,Valorant,Equipe,3EAB-7C6D,EE85-9FE4,4,13,EE85-9FE4
P-0732,T-010,Valorant,Equipe,F201-9A2F,3EAB-7C6D,13,4,F201-9A2F
P-0733,T-010,Valorant,Equipe,CE84-8264,66F6-9AD1,13,0,CE84-8264
P-0734,T-010,Valorant,Equipe,C2B6-02FE,0108-602F,13,1,C2B6-02FE
P-0735,T-010,Valorant,Equipe,6FAA-365B,29AF-A8E4,11,13,29AF-A8E4
P-0736,T-010,Valorant,Equipe,EE85-9FE4,29AF-A8E4,10,13,29AF-A8E4
P-0737,T-010,Valorant,Equipe,4552-9326,788E-6633,8,13,788E-6633
P-0738,T-010,Valorant,Equipe,138E-AE58,EE85-9FE4,13,3,138E-AE58
P-0739,T-010,Valorant,Individual,356F-71D0-67FE,8727-267E-90C0,0,1,8727-267E-90C0
P-0740,T-008,Valorant,Individual,8727-267E-90C0,6059-E8F6-1098,1,2,6059-E8F6-1098
P-0741,T-007,Valorant,Individual,BDD6-E3D1-8A7C,0FAF-CF74-F8C8,2,1,0FAF-CF74-F8C8
P-0742,T-010,Tênis,Individual,1B82-841A-999F,0FAF-CF74-F8C8,1,2,0FAF-CF74-F8C8
P-0743,T-005,Valorant,Individual,4FAD-811C-F33C,0FAF-CF74-F8C8,2,2,0FAF-CF74-F8C8
P-0744,T-004,Valorant,Individual,6059-E8F6-1098,0FAF-CF74-F8C8,2,2,0FAF-CF74-F8C8
P-0745,T-006,Tênis,Individual,0FAF-CF74-F8C8,1B82-841A-999F,2,2,1B82-841A-999F
P-0746,T-010,Truco,Individual,C393-A742-773D,E817-A538-C31C,0,1,C393-A742-773D
P-0747,T-010,Truco,Individual,C393-A742-773D,2E1D-EB8F-338A,0,2,2E1D-EB8F-338A
P-0748,T-003,Truco,Individual,C393-A742-773D,9A32-57B6-4B3D,0,0,9A32-57B6-4B3D
P-0749,T-003,Volei,Individual,C393-A742-773D,5D3D-5920-79F0,2,1,5D3D-5920-79F0
P-0750,T-001,Volei,Individual,C393-A742-773D,6BBD-B0B6-4DA1,2,0,C393-A742-773D
P-0751,T-003,Valorant,Individual,78AC-D3AE-EB8F,5A6F-D127-9B29,0,1,78AC-D3AE-EB8F
P-0752,T-007,Valorant,Individual,78AC-D3AE-EB8F,472A-CAC8-93E5,2,2,472A-CAC8-93E5
P-0753,T-008,Truco,Individual,DE06-728A-44B9,78AC-D3AE-EB8F,0,2,DE06-728A-44B9
P-0754,T-003,Valorant,Individual,78AC-D3AE-EB8F,356F-71D0-67FE,2,1,356F-71D0-67FE
P-0755,T-001,Valorant,Individual,78AC-D3AE-EB8F,2E1D-EB8F-338A,0,2,78AC-D3AE-EB8F
P-0756,T-002,Valorant,Individual,356F-71D0-67FE,76DC-17D7-8C83,1,1,356F-71D0-67FE
P-0757,T-003,Xadrez,Individual,CE57-4C92-540A,A4D5-2C44-5F62,0,2,CE57-4C92-540A
P-0758,T-004,Truco,Individual,A4D5-2C44-5F62,FECA-D95F-750B,0,0,FECA-D95F-750B
P-0759,T-010,Truco,Individual,78AC-D3AE-EB8F,A4D5-2C44-5F62,0,0,A4D5-2C44-5F62
P-0760,T-009,Truco,Individual,3EB6-4BDB-BF19,287F-6276-4369,2,0,287F-6276-4369
P-0761,T-001,Tênis,Individual,80AC-91F7-F754,287F-6276-4369,0,1,80AC-91F7-F754
P-0762,T-004,Tênis,Individual,76DC-17D7-8C83,287F-6276-4369,1,2,76DC-17D7-8C83
P-0763,T-006,Truco,Individual,FECA-D95F-750B,287F-6276-4369,0,0,FECA-D95F-750B
P-0764,T-008,Truco,Individual,287F-6276-4369,5D3D-5920-79F0,0,0,287F-6276-4369
P-0765,T-003,Street Fighter,Individual,A161-9DCB-D997,6C47-7D1C-4074,0,1,6C47-7D1C-4074
P-0766,T-007,Volei,Individual,A161-9DCB-D997,D969-D79A-B44B,0,2,A161-9DCB-D997
P-0767,T-005,Truco,Individual,472A-CAC8-93E5,73AD-C607-C95E,2,0,73AD-C607-C95E
P-0768,T-008,Valorant,Individual,D969-D79A-B44B,472A-CAC8-93E5,1,0,472A-CAC8-93E5
P-0769,T-005,Valorant,Individual,76DC-17D7-8C83,472A-CAC8-93E5,1,2,472A-CAC8-93E5
P-0770,T-002,Truco,Individual,472A-CAC8-93E5,E592-3C95-DCF8,2,2,E592-3C95-DCF8
P-0771,T-010,Truco,Individual,472A-CAC8-93E5,287F-6276-4369,1,1,472A-CAC8-93E5
P-0772,T-002,Xadrez,Individual,CE57-4C92-540A,BE12-255F-1C4A,2,2,CE57-4C92-540A
P-0773,T-003,Volei,Individual,CE57-4C92-540A,4054-3122-987F,1,2,4054-3122-987F
P-0774,T-006,Truco,Individual,9CC7-0FE2-686E,472A-CAC8-93E5,1,1,9CC7-0FE2-686E
P-0775,T-005,Volei,Individual,9CC7-0FE2-686E,369F-BC21-BDF3,0,0,9CC7-0FE2-686E
P-0776,T-008,Truco,Individual,B23E-3698-FB5C,9CC7-0FE2-686E,1,0,B23E-3698-FB5C
P-0777,T-003,Truco,Individual,10E6-B1B9-DE93,9CC7-0FE2-686E,1,0,10E6-B1B9-DE93
P-0778,T-010,Truco,Individual,9CC7-0FE2-686E,FECA-D95F-750B,2,1,9CC7-0FE2-686E
P-0779,T-003,Truco,Individual,272D-BAB0-EA4A,5279-BD70-B4FC,0,2,5279-BD70-B4FC
P-0780,T-004,Truco,Individual,5279-BD70-B4FC,48FB-FDD9-ACDB,1,2,48FB-FDD9-ACDB
P-0781,T-006,Truco,Individual,5279-BD70-B4FC,9A32-57B6-4B3D,0,0,5279-BD70-B4FC
P-0782,T-009,Valorant,Individual,5279-BD70-B4FC,A729-91CD-D6BC,1,2,5279-BD70-B4FC
P-0783,T-008,Truco,Individual,5279-BD70-B4FC,FECA-D95F-750B,0,0,FECA-D95F-750B
P-0784,T-002,Tênis,Individual,1B82-841A-999F,80AC-91F7-F754,0,2,1B82-841A-999F
P-0785,T-002,Tênis,Individual,8988-3FAE-BBCD,1B82-841A-999F,2,1,1B82-841A-999F
P-0786,T-005,Tênis,Individual,A78D-A777-9B70,4940-4386-9FED,0,0,4940-4386-9FED
P-0787,T-010,Xadrez,Individual,4940-4386-9FED,5A6F-D127-9B29,2,2,5A6F-D127-9B29
P-0788,T-009,Tênis,Individual,BDD6-E3D1-8A7C,4940-4386-9FED,2,0,4940-4386-9FED
P-0789,T-010,Valorant,Individual,2A0D-4DFD-6924,76DC-17D7-8C83,1,2,76DC-17D7-8C83
P-0790,T-001,Truco,Individual,ACB7-69D2-C4DD,4054-3122-987F,1,1,ACB7-69D2-C4DD
P-0791,T-002,Tênis,Individual,93D7-E65E-4BAB,ACB7-69D2-C4DD,2,1,93D7-E65E-4BAB
P-0792,T-010,Tênis,Individual,ACB7-69D2-C4DD,93D7-E65E-4BAB,2,1,ACB7-69D2-C4DD
P-0793,T-006,Truco,Individual,ACB7-69D2-C4DD,17E5-1C7F-ADB2,2,0,17E5-1C7F-ADB2
P-0794,T-005,Tênis,Individual,ACB7-69D2-C4DD,287F-6276-4369,0,2,ACB7-69D2-C4DD
P-0795,T-009,Valorant,Individual,50F1-761C-29DE,BACA-B2F0-67BA,2,1,50F1-761C-29DE
P-0796,T-001,Truco,Individual,BACA-B2F0-67BA,EE7F-C52E-B41B,1,0,EE7F-C52E-B41B
P-0797,T-006,Valorant,Individual,DD23-5071-770F,BACA-B2F0-67BA,0,2,BACA-B2F0-67BA
P-0798,T-007,Truco,Individual,A78D-A777-9B70,BACA-B2F0-67BA,2,0,BACA-B2F0-67BA
P-0799,T-001,Valorant,Individual,F328-9AD9-91AF,BACA-B2F0-67BA,2,2,BACA-B2F0-67BA
P-0800,T-003,Truco,Individual,A729-91CD-D6BC,DE06-728A-44B9,2,0,A729-91CD-D6BC
P-0801,T-002,Valorant,Individual,F23F-2F15-E841,A729-91CD-D6BC,2,2,A729-91CD-D6BC
P-0802,T-005,Truco,Individual,48FB-FDD9-ACDB,A729-91CD-D6BC,2,0,A729-91CD-D6BC
P-0803,T-001,Valorant,Individual,2B69-66F8-459C,A729-91CD-D6BC,1,2,A729-91CD-D6BC
P-0804,T-004,Valorant,Individual,E21B-5B54-DBFE,A729-91CD-D6BC,2,1,A729-91CD-D6BC
P-0805,T-009,Truco,Individual,DE06-728A-44B9,C393-A742-773D,0,1,C393-A742-773D
P-0806,T-001,Tênis,Individual,10E6-B1B9-DE93,DE06-728A-44B9,2,1,10E6-B1B9-DE93
P-0807,T-001,Truco,Individual,D122-F09F-2E21,DE06-728A-44B9,0,2,DE06-728A-44B9
P-0808,T-006,Truco,Individual,DE06-728A-44B9,FE45-3C20-4A77,0,1,FE45-3C20-4A77
P-0809,T-004,Tênis,Individual,DE06-728A-44B9,80AC-91F7-F754,2,0,80AC-91F7-F754
P-0810,T-008,Xadrez,Individual,FAE7-3258-B902,3269-DD31-38AA,0,2,FAE7-3258-B902
P-0811,T-006,Xadrez,Individual,3269-DD31-38AA,4584-130E-EC8A,2,1,3269-DD31-38AA
P-0812,T-008,Truco,Individual,3EDC-7285-41C6,9A9F-0B22-8103,1,0,3EDC-7285-41C6
P-0813,T-009,Tênis,Individual,287F-6276-4369,3EDC-7285-41C6,0,0,287F-6276-4369
P-0814,T-006,Truco,Individual,3EDC-7285-41C6,DE06-728A-44B9,0,1,DE06-728A-44B9
P-0815,T-006,Tênis,Individual,3EDC-7285-41C6,FECA-D95F-750B,2,1,3EDC-7285-41C6
P-0816,T-007,Tênis,Individual,3EDC-7285-41C6,7345-E5C6-0C6A,1,1,3EDC-7285-41C6
P-0817,T-008,Valorant,Individual,A7EB-1FDC-8DBF,A812-6DF4-A234,2,0,A812-6DF4-A234
P-0818,T-006,Valorant,Individual,A812-6DF4-A234,03E8-77CC-8566,2,0,A812-6DF4-A234
P-0819,T-006,Valorant,Individual,FAE7-3258-B902,03E8-77CC-8566,2,1,03E8-77CC-8566
P-0820,T-005,Xadrez,Individual,44B3-962E-CF2D,FAE7-3258-B902,0,0,FAE7-3258-B902
P-0821,T-004,Xadrez,Individual,FAE7-3258-B902,03E8-77CC-8566,2,0,03E8-77CC-8566
P-0822,T-002,Truco,Individual,73AD-C607-C95E,2F13-E4CD-24C9,2,2,2F13-E4CD-24C9
P-0823,T-003,Volei,Individual,73AD-C607-C95E,190E-4A68-6C02,1,0,190E-4A68-6C02
P-0824,T-009,Volei,Individual,E541-EF0D-8204,73AD-C607-C95E,2,2,73AD-C607-C95E
P-0825,T-001,Truco,Individual,73AD-C607-C95E,3EB6-4BDB-BF19,2,2,73AD-C607-C95E
P-0826,T-006,Volei,Individual,73AD-C607-C95E,6283-12E1-B26E,0,0,73AD-C607-C95E
P-0827,T-005,Tênis,Individual,FECA-D95F-750B,7345-E5C6-0C6A,1,1,7345-E5C6-0C6A
P-0828,T-005,Tênis,Individual,FECA-D95F-750B,E66E-5C7D-E553,0,2,E66E-5C7D-E553
P-0829,T-008,Tênis,Individual,FECA-D95F-750B,E681-2AB0-0347,1,2,E681-2AB0-0347
P-0830,T-007,Tênis,Individual,287F-6276-4369,FECA-D95F-750B,1,0,FECA-D95F-750B
P-0831,T-005,Tênis,Individual,A78D-A777-9B70,FECA-D95F-750B,0,1,FECA-D95F-750B
